pub_uid,record_uid,reference,subset,region,commonname,family,genus,alive,dead,hooks_per_set,hooks_between_floats,bait,hook,leader,studycat,soak_max (hours),branchline length (m)
36,36.539,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,picked dogfish,Squalidae,Squalus,16,0,722,5,squid,other,mono,observerEM,18.7,18
36,36.54,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,tiger shark,Carcharhinidae,Galeocerdo,1629,60,722,5,other,c,mono,observerEM,18.7,18
36,36.541,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,tiger shark,Carcharhinidae,Galeocerdo,264,11,722,5,fish,c,mono,observerEM,18.7,18
36,36.542,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,tiger shark,Carcharhinidae,Galeocerdo,144,4,722,5,other,c,mono,observerEM,18.7,18
36,36.543,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,tiger shark,Carcharhinidae,Galeocerdo,3,0,722,5,other,c,mono,observerEM,18.7,18
36,36.544,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,tiger shark,Carcharhinidae,Galeocerdo,7,0,722,5,squid,c,other,observerEM,18.7,18
36,36.545,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,tiger shark,Carcharhinidae,Galeocerdo,996,41,722,5,squid,c,mono,observerEM,18.7,18
36,36.546,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,tiger shark,Carcharhinidae,Galeocerdo,13,3,722,5,other,other,mono,observerEM,18.7,18
36,36.547,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,tiger shark,Carcharhinidae,Galeocerdo,1,0,722,5,other,other,mono,observerEM,18.7,18
36,36.548,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,tiger shark,Carcharhinidae,Galeocerdo,8,0,722,5,squid,other,mono,observerEM,18.7,18
36,36.549,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,tiger shark,Carcharhinidae,Galeocerdo,293,8,722,5,other,j,mono,observerEM,18.7,18
36,36.55,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,tiger shark,Carcharhinidae,Galeocerdo,54,1,722,5,fish,j,mono,observerEM,18.7,18
36,36.551,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,tiger shark,Carcharhinidae,Galeocerdo,5,1,722,5,other,j,mono,observerEM,18.7,18
36,36.552,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,tiger shark,Carcharhinidae,Galeocerdo,1,0,722,5,squid,j,other,observerEM,18.7,18
36,36.553,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,tiger shark,Carcharhinidae,Galeocerdo,203,4,722,5,squid,j,mono,observerEM,18.7,18
36,36.554,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,tiger shark,Carcharhinidae,Galeocerdo,58,4,722,5,other,other,mono,observerEM,18.7,18
36,36.555,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,tiger shark,Carcharhinidae,Galeocerdo,13,0,722,5,fish,other,mono,observerEM,18.7,18
36,36.556,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,tiger shark,Carcharhinidae,Galeocerdo,6,0,722,5,other,other,mono,observerEM,18.7,18
36,36.557,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,tiger shark,Carcharhinidae,Galeocerdo,2,0,722,5,other,other,mono,observerEM,18.7,18
36,36.558,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,tiger shark,Carcharhinidae,Galeocerdo,38,1,722,5,squid,other,mono,observerEM,18.7,18
36,36.559,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,whale shark,Rhincodontidae,Rhincodon,1,0,722,5,other,c,mono,observerEM,18.7,18
36,36.56,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,atlantic sharpnose shark,Carcharhinidae,Rhizoprionodon,0,15,798,4,squid,other,mono,observerEM,20,33.9
36,36.561,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,bigeye thresher shark,Alopiidae,Alopias,16,18,798,4,other,c,mono,observerEM,20,33.9
36,36.562,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,bigeye thresher shark,Alopiidae,Alopias,11,12,798,4,fish,c,mono,observerEM,20,33.9
36,36.563,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,bigeye thresher shark,Alopiidae,Alopias,0,1,798,4,other,c,mono,observerEM,20,33.9
36,36.564,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,bigeye thresher shark,Alopiidae,Alopias,2,4,798,4,squid,c,mono,observerEM,20,33.9
36,36.565,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,bigeye thresher shark,Alopiidae,Alopias,2,1,798,4,other,j,mono,observerEM,20,33.9
36,36.566,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,bigeye thresher shark,Alopiidae,Alopias,21,18,798,4,squid,j,mono,observerEM,20,33.9
36,36.567,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,bigeye thresher shark,Alopiidae,Alopias,1,2,798,4,squid,other,mono,observerEM,20,33.9
36,36.568,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,bignose shark,Carcharhinidae,Carcharhinus,1,0,798,4,squid,j,mono,observerEM,20,33.9
36,36.569,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,blacktip shark,Carcharhinidae,Carcharhinus,4,1,798,4,fish,c,mono,observerEM,20,33.9
36,36.57,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,blacktip shark,Carcharhinidae,Carcharhinus,0,1,798,4,squid,other,mono,observerEM,20,33.9
36,36.571,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,blue shark,Carcharhinidae,Prionace,54,0,798,4,other,c,mono,observerEM,20,33.9
36,36.572,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,blue shark,Carcharhinidae,Prionace,114,3,798,4,fish,c,mono,observerEM,20,33.9
36,36.573,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,blue shark,Carcharhinidae,Prionace,31,1,798,4,other,c,mono,observerEM,20,33.9
36,36.574,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,blue shark,Carcharhinidae,Prionace,24,5,798,4,squid,c,mono,observerEM,20,33.9
36,36.575,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,blue shark,Carcharhinidae,Prionace,37,2,798,4,other,j,mono,observerEM,20,33.9
36,36.576,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,blue shark,Carcharhinidae,Prionace,15,1,798,4,fish,j,mono,observerEM,20,33.9
36,36.577,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,blue shark,Carcharhinidae,Prionace,14,0,798,4,other,j,mono,observerEM,20,33.9
36,36.578,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,blue shark,Carcharhinidae,Prionace,484,48,798,4,squid,j,mono,observerEM,20,33.9
36,36.579,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,blue shark,Carcharhinidae,Prionace,31,7,798,4,squid,other,mono,observerEM,20,33.9
36,36.58,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,bull shark,Carcharhinidae,Carcharhinus,2,0,798,4,squid,other,mono,observerEM,20,33.9
36,36.581,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,caribbean reef shark,Carcharhinidae,Carcharhinus,1,0,798,4,squid,j,mono,observerEM,20,33.9
36,36.582,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,caribbean reef shark,Carcharhinidae,Carcharhinus,0,1,798,4,squid,other,mono,observerEM,20,33.9
36,36.583,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,crocodile shark,Pseudocarchariidae,Pseudocarcharias,0,1,798,4,other,c,mono,observerEM,20,33.9
36,36.584,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,crocodile shark,Pseudocarchariidae,Pseudocarcharias,6,0,798,4,fish,c,mono,observerEM,20,33.9
36,36.585,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,crocodile shark,Pseudocarchariidae,Pseudocarcharias,111,44,798,4,squid,j,mono,observerEM,20,33.9
36,36.586,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,crocodile shark,Pseudocarchariidae,Pseudocarcharias,3,1,798,4,squid,other,mono,observerEM,20,33.9
36,36.587,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,dusky shark,Carcharhinidae,Carcharhinus,1,0,798,4,other,c,mono,observerEM,20,33.9
36,36.588,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,dusky shark,Carcharhinidae,Carcharhinus,1,3,798,4,other,j,mono,observerEM,20,33.9
36,36.589,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,dusky shark,Carcharhinidae,Carcharhinus,1,2,798,4,squid,j,mono,observerEM,20,33.9
36,36.59,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,dusky shark,Carcharhinidae,Carcharhinus,0,1,798,4,squid,other,mono,observerEM,20,33.9
36,36.591,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,great hammerhead shark,Sphyrnidae,Sphyrna,0,1,798,4,other,j,mono,observerEM,20,33.9
36,36.592,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,great hammerhead shark,Sphyrnidae,Sphyrna,0,2,798,4,squid,j,mono,observerEM,20,33.9
36,36.593,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,longfin mako shark,Lamnidae,Isurus,3,0,798,4,other,c,mono,observerEM,20,33.9
36,36.594,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,longfin mako shark,Lamnidae,Isurus,4,3,798,4,fish,c,mono,observerEM,20,33.9
36,36.595,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,longfin mako shark,Lamnidae,Isurus,3,2,798,4,other,c,mono,observerEM,20,33.9
36,36.596,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,longfin mako shark,Lamnidae,Isurus,2,1,798,4,squid,c,mono,observerEM,20,33.9
36,36.597,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,longfin mako shark,Lamnidae,Isurus,0,3,798,4,other,j,mono,observerEM,20,33.9
36,36.598,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,longfin mako shark,Lamnidae,Isurus,0,1,798,4,other,j,mono,observerEM,20,33.9
36,36.599,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,longfin mako shark,Lamnidae,Isurus,9,8,798,4,squid,j,mono,observerEM,20,33.9
36,36.6,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,longfin mako shark,Lamnidae,Isurus,3,0,798,4,squid,other,mono,observerEM,20,33.9
36,36.601,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,night shark,Carcharhinidae,Carcharhinus,1,2,798,4,other,c,mono,observerEM,20,33.9
36,36.602,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,night shark,Carcharhinidae,Carcharhinus,0,1,798,4,other,c,mono,observerEM,20,33.9
36,36.603,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,night shark,Carcharhinidae,Carcharhinus,0,1,798,4,squid,c,mono,observerEM,20,33.9
36,36.604,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,night shark,Carcharhinidae,Carcharhinus,2,3,798,4,squid,j,mono,observerEM,20,33.9
36,36.605,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,oceanic whitetip shark,Carcharhinidae,Carcharhinus,49,11,798,4,other,c,mono,observerEM,20,33.9
36,36.606,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,oceanic whitetip shark,Carcharhinidae,Carcharhinus,36,6,798,4,fish,c,mono,observerEM,20,33.9
36,36.607,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,oceanic whitetip shark,Carcharhinidae,Carcharhinus,74,12,798,4,other,c,mono,observerEM,20,33.9
36,36.608,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,oceanic whitetip shark,Carcharhinidae,Carcharhinus,51,24,798,4,squid,c,mono,observerEM,20,33.9
36,36.609,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,oceanic whitetip shark,Carcharhinidae,Carcharhinus,25,8,798,4,other,j,mono,observerEM,20,33.9
36,36.61,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,oceanic whitetip shark,Carcharhinidae,Carcharhinus,0,1,798,4,fish,j,mono,observerEM,20,33.9
36,36.611,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,oceanic whitetip shark,Carcharhinidae,Carcharhinus,88,49,798,4,squid,j,mono,observerEM,20,33.9
36,36.612,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,oceanic whitetip shark,Carcharhinidae,Carcharhinus,10,4,798,4,squid,other,mono,observerEM,20,33.9
36,36.613,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,pelagic stingray,Dasyatidae,Pteroplatytrygon,51,1,798,4,other,c,mono,observerEM,20,33.9
36,36.614,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,pelagic stingray,Dasyatidae,Pteroplatytrygon,73,0,798,4,fish,c,mono,observerEM,20,33.9
36,36.615,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,pelagic stingray,Dasyatidae,Pteroplatytrygon,40,0,798,4,other,c,mono,observerEM,20,33.9
36,36.616,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,pelagic stingray,Dasyatidae,Pteroplatytrygon,27,0,798,4,squid,c,mono,observerEM,20,33.9
36,36.617,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,pelagic stingray,Dasyatidae,Pteroplatytrygon,3,0,798,4,other,j,mono,observerEM,20,33.9
36,36.618,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,sandbar shark,Carcharhinidae,Carcharhinus,1,0,798,4,squid,c,mono,observerEM,20,33.9
36,36.619,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,scalloped hammerhead shark,Sphyrnidae,Sphyrna,0,4,798,4,other,c,mono,observerEM,20,33.9
36,36.62,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,scalloped hammerhead shark,Sphyrnidae,Sphyrna,1,2,798,4,squid,j,mono,observerEM,20,33.9
36,36.621,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,shorfin mako shark,Lamnidae,Isurus,7,1,798,4,other,c,mono,observerEM,20,33.9
